Gender ,Unit Location ,Time in role,TIDES Day 1,TIDES Day 2,TIDES Day 3,TIDES Orientation ,TIDES Physical Skills Pre-reqs ,Safe & Well Trainings,Safe & Well Trainings_open ,PreKnowledge1 ,PreKnowledge2,PreKnowledge3,PreKnowledge4,PreKnowledge5,PreKnowledge6,PreKnowledge7,PreKnowledge8,PreKnowledge9,PreKnowledge10,PreKnowledge11,PreKnowledge12,PreConfidence1,PreConfidence2,PreConfidence3,PreConfidence4,PreConfidence5,PreConfidence6,PreConfidence7,PreConfidence8,PostKnowledge1 ,PostKnowledge2,PostKnowledge3,PostKnowledge4,PostKnowledge5,PostKnowledge6,PostKnowledge7,PostKnowledge8,PostKnowledge9,PostKnowledge10,PostKnowledge11,PostKnowledge12,PostConfidence1,PostConfidence2,PostConfidence3,PostConfidence4,PostConfidence5,PostConfidence6,PostConfidence7,PostConfidence8,LearningAreas1,LearningAreas2,LearningAreas3,LearningAreas4,LearningAreas5,LearningAreas6,LearningAreas7,ContentAreas1,ContentAreas2,ContentAreas3,ContentAreas4,ContentAreas5,ContentAreas6,Intent2Use_Open,Intentnotuse_Open,Satisfaction,Otherfeedback_open,PreK,PostK,PreC,PostC,PreKScore,PostKScore,PreCScore,PostCScore
Female,18,1,1,1,.,.,.,.,.,4,4,5,5,5,4,3,4,4,4,4,4,4,4,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,Meditate and exercise more to reduce burnout and help me make the best decisions. ,.,5,"Please provide markers and smaller tips and an eraser we had to use our fingers to wipe/make corrections. Thank you! It was fun, educating, and knowledge filled!",4.166666667,5,4.25,5,49,60,37,40
Male,18,2,1,1,.,.,.,.,.,3,4,5,5,5,3,3,3,3,4,5,5,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,I plean to meet with my team and discuss strategies learnt.,.,5,Good work,4,5,3.25,5,41,60,36,40
Female,18,2,.,.,.,.,.,.,.,3,4,4,4,3,3,3,3,.,4,4,4,4,1,4,3,4,4,4,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,3,4,3,3,3,Encourage/support team on self-care. Support team on restraints because I fine tune my skills.,.,5,The facilitators were very knowledgeable and helpful and patient to guide. ,3.25,3.75,3.375,4,36,46,30,36
Female,18,4,1,1,.,.,.,1,.,5,4,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,4,4,3,4,4,3,.,.,5,.,4.333333333,5,4,4.875,49,60,36,39
Female,18,1,1,1,.,.,.,.,.,4,4,4,4,4,2,2,1,1,4,1,1,3,1,2,1,1,1,2,1,4,4,4,4,4,4,3,3,3,4,3,4,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,1) Involvement in team controls 2) Involvement in mechanical restraints ,.,4,Great job! :) One suggestion would be catering case studies et.c to slpecific client populations based of unit,2.666666667,3.666666667,1.5,3.125,23,40,21,29
Female,18,2,1,1,.,.,.,.,.,5,4,4,5,5,5,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,.,.,.,.,4.583333333,4,4.125,4,54,48,32,33
Female,18,1,1,1,.,2,1,2,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,5,4,5,5,4,4,4,4,4,5,5,5,4,5,5,4,4,5,3,4,3,2,3,3,Practice more self-care and team support process and better debrief for co-workers and myself,.,5,"Great and enthusiastic moderators, made me enjoy the day and be engaged. ",4,4.583333333,4,4.375,48,52,36,37
Female,18,2,1,1,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,4,4.916666667,4,4,48,56,35,36
Female ,18,3,1,1,.,.,.,.,.,4,4,4,4,4,4,3,3,3,4,3,4,4,3,.,.,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,.,4,4,4,.,.,5,.,3.666666667,4,2.5,4,35,48,29,36
Female ,18,6,1,1,.,.,.,1,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,4,4,4,3,2,4,4,4,4,4,4,4,.,.,.,.,4,4,4,4,48,48,32,28
Female ,18,2,1,1,.,1,1,2,.,4,4,4,4,4,2,2,2,2,4,2,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,De-escalating ,.,.,.,3,5,3,5,32,60,32,40
Female ,18,2,1,1,.,1,1,.,.,4,4,5,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,3.833333333,4,3.625,4,45,48,29,36
Female ,18,3,1,1,.,1,1,1,.,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,"Trauma-informed care , team communication, use of restraints ",.,5,"The best training I've had in a my 5 years at CAMH. Calm, informative, interactive, great energy throughout",4.25,5,4,4,49,56,36,35
Female,18,2,1,1,.,1,1,2,.,5,4,4,5,5,5,4,3,1,5,4,4,5,4,5,4,3,1,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,Effectively applying limb restraints and intiating trial release ,.,5,.,4.083333333,4.833333333,3.75,4.75,49,58,32,38
Female ,18,2,1,1,.,1,1,1,.,5,5,5,4,4,2,3,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,.,.,5,.,4.166666667,4.5,5,5,51,56,38,40
Female ,18,3,1,1,.,1,.,.,.,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,.,4,.,.,.,.,Will use PINEL discontinuation strategies more effectively,.,5,"Great training, nice small groups with lots of hands on training! Best training yet! ",4.916666667,5,5,5,59,60,40,40
Female ,18,1,1,1,.,2,1,2,.,4,4,4,4,2,4,2,2,3,4,4,3,4,4,4,3,3,3,3,3,4,4,5,4,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,3,3,4,4,4,Focus more on self-care ,.,4,.,3.333333333,4.333333333,3.375,4,39,51,29,34
Female,19,5,1,1,.,1,1,.,.,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,4,3,4,4,5,5,5,4,4,4,5,4,4,3,4,3,4,.,.,5,.,3.916666667,4.916666667,4,3.875,47,55,36,34
.,19,4,1,1,.,.,.,.,.,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,5,3,3,4,4,5,4,4,4,4,3,3,4,4,4,4,5,4,4,4,4,4,4,4,3,3,3,3,3,.,.,4,.,3.916666667,3.916666667,3.875,3.75,47,46,31,33
Male,19,6,1,1,.,.,.,.,.,4,4,5,5,5,3,3,3,3,5,4,4,4,4,3,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,3,3,3,3,3,3,Always good to review. Excellent training session with knowledgable facilitators. Peer person (service user educator) offer great perspective. ,.,5,Excellent. Vs. Post restraints?,4,4.083333333,3.625,4,44,48,32,36
Female,19,4,1,1,.,.,.,.,.,2,2,2,1,2,1,1,1,2,2,2,3,2,1,1,2,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,4,4,4,4,4,4,.,.,5,The facilitators did a good job.,1.75,4,1.875,4,20,48,25,35
Female,19,5,.,.,.,.,.,.,.,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,3,3,3,Clock manuveurs and more use of the Red Zone (awareness),.,5,Ongoing training,3.75,4,3.5,4,43,48,30,33
Female,19,3,1,1,.,1,1,.,.,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,3,4,4,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,4,4,4,5,4,4,4,4,4,3,3,4,4,"Safety zones- away from the red zone, restraints",.,5,.,2.75,3.75,2.25,3.5,30,44,24,31
Male,19,5,1,1,.,1,1,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,5,4,4,4,4,4,4,.,.,4,.,4,4,4,4,48,48,32,34
Female ,19,1,.,.,.,1,.,.,.,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,4,5,5,5,4,.,3,4,3,2,2,De-escalation and debrief ,Even though our unit has little to no restraint events it's good to know,4,.,3.666666667,5,3.375,4.75,41,58,34,37
Male ,19,4,1,1,.,.,2,1,.,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,5,5,5,5,4,4,4,4,4,5,5,4,5,5,5,5,5,5,4,4,4,4,4,3,.,.,4,.,4.083333333,4.583333333,4,4.375,49,52,36,37
Female,19,4,1,1,.,2,2,.,.,4,4,5,4,4,2,2,2,2,4,4,4,5,2,2,1,1,2,5,4,5,4,4,5,5,4,4,4,4,4,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,4,5,4,4,4,2,4,4,.,.,.,.,3.416666667,4.416666667,2.75,4.375,34,52,30,38
Female ,19,5,1,.,.,.,1,1,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,.,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,To continue to supply my team with becoming more competent in applying restraints ,.,5,To consider extending the practice portion longer,4.583333333,4.583333333,5,4.875,60,55,40,39
Female ,19,3,.,.,.,.,1,2,.,4,4,4,5,5,2,2,2,2,5,4,4,2,4,2,2,2,2,1,4,5,4,5,5,5,4,4,4,4,5,5,5,2,5,4,4,4,4,4,5,5,5,5,5,5,3,5,4,4,4,4,4,4,.,.,5,.,3.583333333,4.583333333,2.375,4,36,51,28,37
Female ,19,4,1,1,.,.,.,.,.,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,.,.,.,3.166666667,4,3,4,38,48,28,32
Female ,19,4,1,.,.,.,.,.,.,4,3,4,4,4,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,3,4,4,4,4,4,Physical restraints and mechanical restraints ,.,5,.,3.333333333,4,3,4,37,48,28,36
Female ,19,6,1,1,,1,1,.,.,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,5,5,5,5,4,4,5,4,4,4,4,4,4,Providing safe and effective patient care,.,5,"More fragment (on the unit) training of physical control, using [illegible] restraints (on the unit seclusion room)",3.75,4,3.375,3.125,43,45,29,32
Female,19,5,1,2,,2,2,1,.,4,4,4,5,5,2,2,2,2,3,2,3,3,2,2,2,2,2,3,3,5,4,4,5,5,5,5,5,4,4,5,5,4,4,4,4,5,5,4,5,5,5,5,5,4,4,5,3,3,4,3,3,3,.,.,5,.,3.166666667,4.666666667,2.375,4.375,30,54,28,39
Female,19,6,1,1,,.,1,.,.,5,4,5,5,5,4,4,4,2,5,5,5,4,5,4,4,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,Will be more coordinated in applying 2 person restraints and more confident. ,.,5,"The video-GIF are very helpful! The trainers camhstaff, [Illegible], camhstaff are great! Keep up the great work as training for staff is very much needed and appreciated. ",4.416666667,5,3.875,5,51,60,34,40
Female,19,2,1,1,,1,.,.,.,2,4,4,4,3,1,3,2,2,4,4,4,4,4,1,1,1,1,3,5,4,4,4,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,5,5,4,5,5,4,4,3,4,3,4,4,4,Improve communication/role delegation before restraint events ,.,4,"I really enjoyed having the service user included in the training. Overall, the training was well organized and all the facilitators were very knowledgable. Thanks! ",3.083333333,4.583333333,2.5,4.125,33,55,27,35
.,20,2,.,.,.,.,.,.,.,4,4,4,4,4,4,4,2,4,4,2,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,4,4,4,4,4,4,4,.,.,4,.,3.5,4,3,4,36,48,30,32
.,20,1,.,.,.,.,.,.,.,4,5,5,5,5,4,3,3,3,5,4,4,5,3,4,4,3,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,.,5,4,4,4,4,4,4,Learned how to safely apply restraints ,.,5,Thank you! Excellent facilitators ,4.166666667,5,3.875,4.375,47,59,35,36
.,20,2,.,.,.,.,.,.,.,4,4,4,4,2,4,4,4,3,4,4,4,4,4,3,2,2,2,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,.,5,4,4,4,4,4,4,.,.,5,.,3.75,5,2.875,5,42,60,30,40
.,20,1,.,.,.,.,.,.,.,2,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,.,5,3,4,3,4,4,4,When physically restraining a patient during care. When opening the closed fist of a patient ,.,5,Excellent!,1.416666667,4,1,4,16,48,20,36
Female ,20,2,1,1,.,1,.,.,.,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,3,3,4,4,4,.,4,4,4,4,4,4,4,Practice restraints on stretcher because we don't use it enough to be totally comfortable ,.,4,. ,2.833333333,4,2,3,26,46,24,24
Female ,20,1,1,1,.,.,1,2,.,2,3,4,4,4,3,2,2,2,3,2,3,2,2,4,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,4,4,4,4,4,4,4,When patient is going - no seclusion. De-escalating patient ,.,4,.,2.833333333,4,2.75,4,33,48,26,32
.,20,2,1,1,.,.,.,.,.,4,2,5,5,5,5,4,1,2,1,4,4,5,4,4,3,3,2,2,3,4,5,3,4,4,4,4,4,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,.,5,4,3,4,4,3,3,.,I will use,4,.,3.5,4.166666667,3.25,4,42,50,26,32
Female,20,3,1,1,.,.,.,.,.,4,4,4,3,4,2,2,2,2,3,2,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Providing self-care during hygiene and transfer,.,5,Thank you! ,2.916666667,4,3.75,4,36,48,30,32
Female,20,5,1,1,.,1,.,1,PMAB,4,4,5,4,4,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,5,4,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,All techniques learned today is applicable to the unit ,.,5,"Need some techniques for clients who has difficult to manage during hygiene e.g. shower, Inconlard (sp) care",3.833333333,4.5,3.75,4,43,51,35,36
Female,20,1,1,1,.,.,.,1,"CPI, GPS",4,4,3,4,3,3,2,2,2,3,2,3,3,1,2,2,2,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,Be more mindful of self care and practice more hands on techniques with co-staff. ,.,5,Very useful and helpful program which guides us how to minimize traumas to both staff and clients ,2.916666667,4.916666667,2.125,5,28,60,28,40
Female,20,1,.,1,.,.,.,.,.,3,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,4,4,4,4,4,4,4,.,.,4,Training was great. ,3.416666667,4,3,4,38,48,28,32
Female,20,2,1,2,.,1,1,2,.,2,2,2,3,2,3,2,2,2,1,1,1,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,.,4,4,4,4,4,4,4,.,.,4,.,1.916666667,4,3,4,26,48,28,31
Female,20,1,1,1,.,1,1,.,.,4,4,4,4,4,3,2,2,2,3,3,3,3,1,2,2,2,2,3,3,5,5,5,5,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,2,3,5,4,4,4,4,4,4,Being trauma aware by being aware of their history.,.,5,Great facilitators!,3.166666667,4.666666667,2.25,4,30,52,30,36
.,20,3,.,.,.,.,.,.,.,4,4,4,4,4,2,2,1,2,3,2,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,4,4,4,4,4,4,4,.,.,5,.,3,4,2.5,4,30,48,26,32
.,20,2,.,.,.,.,.,.,.,3,3,4,4,3,2,2,1,1,2,2,2,3,1,1,1,1,1,4,2,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,3,.,5,4,4,4,4,4,4,.,.,5,.,2.416666667,4.083333333,1.75,4,21,49,24,36
Female,20,2,1,1,.,1,1,1,.,4,4,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,.,.,4,.,3.416666667,4,3,4,38,48,28,32
Female,20,.,.,.,.,.,.,.,.,4,4,4,4,4,3,2,1,1,4,4,4,4,2,1,1,1,1,3,4,5,4,4,4,4,5,5,5,5,4,5,5,4,5,4,4,4,5,4,5,4,3,5,5,3,4,5,3,1,2,2,2,1,Use the physical restraints on clients who are aggressive/tend to fall (hook hold). Be more trauma aware when engaging in restraints ,N/A,5,"Very fun, safe spacfe to learn. Instructions clear, facilitators taught really well. Thank you! ",3.25,4.583333333,2.125,4.375,31,55,26,35
Male,20,1,1,,.,1,1,2,.,4,4,3,5,4,4,3,1,2,4,3,3,4,4,2,2,2,2,2,2,4,5,4,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,5,5,5,5,1,3,5,4,3,4,4,4,4,Physical skills and trauma aware practice ,.,5,"Great facilitation, good explanations, and amazing physical demonstrators",3.333333333,4,2.5,3.875,36,46,26,35
Female,20,6,1,1,.,1,1,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4&5,4,4&5,4,4,4,5,3,3,2,2,3,3,.,.,5,.,4,4,4,4,48,48,32,24
Female,20,1,.,1,.,.,.,.,.,2,4,4,4,4,1,1,1,1,.,.,.,3,1,1,1,1,1,1,1,4,4,4,4,4,3,3,3,4,3,3,3,3,2,2,2,2,2,2,2,4,4,5,4,4,4,4,2,2,2,2,2,2,.,.,4,.,1.833333333,3.5,1.25,2.125,14,35,20,25
Female,20,2,1,1,.,.,.,.,.,4,4,4,4,4,4,3,3,2,2,2,2,3,2,2,2,2,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,4,4,5,4,4,4,4,4,4,In our unit if patient is getting aggressive I can use my training skills ,.,5,.,3.166666667,4.916666667,2.125,4,31,56,27,36
Female,20,5,1,1,.,.,.,.,.,4,4,3,4,4,4,4,3,3,3,2,4,4,2,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,De-escalate and redirect agitated clients before restraints ,.,.,.,3.5,4.416666667,3.375,5,39,57,31,40
Male,20,1,.,1,.,1,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,.,.,4,.,4,4,4,4,48,48,32,32
Female ,20,2,.,.,.,.,.,.,.,4,4,4,3,3,2,2,2,2,4,3,2,3,2,2,2,2,1,3,2,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,Keeping in mind trauma-informed care ,.,5,Videos for demonstration prior were very useful/especially when they are repeating,2.916666667,4.916666667,2.125,4.75,29,59,27,39
Male,20,1,1,1,.,2,2,2,.,2,3,2,3,3,2,3,3,3,3,2,3,2,3,2,3,3,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,4,4,.,3,4,3,4,3,4,5,4,4,4,3,4,3,3,3,3,3,4,Restraints ,.,4,Needs to be two days!,2.666666667,2.166666667,2.5,3.125,32,28,19,31
Female,20,2,.,.,.,.,.,.,.,4,4,4,3,3,3,3,1,3,3,1,1,4,2,2,2,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,3,3,3,3,3,3,"De-escalate self first, self-care, trauma awareness",.,5,Excellent trainign and very therapuetic ,2.75,4,2.25,4,28,48,24,32
Female,20,1,1,1,,1,1,.,.,4,5,4,4,4,3,4,2,2,2,2,2,4,.,3,3,2,2,3,2,5,5,4,4,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,Physical practical skills ,.,5,.,3.166666667,4.833333333,2.375,4.125,31,57,27,36
Female ,21,1,1,1,.,.,1,.,.,4,2,4,5,5,5,4,1,2,3,4,5,5,4,4,4,2,2,2,5,4,4,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,.,5,4,4,4,4,4,4,.,.,5,.,3.666666667,4.333333333,3.5,4.125,46,51,28,37
Female,21,2,1,1,.,.,.,.,.,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,5,4,4,3,4,4,4,"Different types of holds, how to properly use mechanical restraints ",.,4,The space is great for learning. Minimal distractions. Group size was also great. ,3.833333333,4.25,4,4,46,50,33,34
Female,21,1,1,1,.,1,.,.,.,4,4,4,4,4,2,2,2,4,4,4,4,4,4,2,2,2,4,4,4,5,5,5,5,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,5,5,5,4,4,.,5,4,4,4,4,4,4,1) Remembering trauma-informed practice 2) Restraints-applying the correct way ,.,5,Good training ,3.5,4.666666667,3.25,4,38,52,34,35
Female,21,1,1,1,.,.,1,1,Code Blue,4,5,4,4,5,4,4,3,4,4,5,4,3,3,4,3,3,3,3,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.166666667,4.833333333,3.25,4.75,46,57,32,35
Female,21,4,1,1,.,2,2,2,.,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,5,4,4,5,5,5,5,5,4,4,4,4,5,5,5,5,4,4,5,5,4,.,5,4,4,4,4,4,4,.,.,5,.,3.833333333,4.5,3.5,4.5,45,54,30,38
Female,21,4,1,1,.,.,.,.,.,4,4,4,4,4,3,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,4,.,3.833333333,4,3.625,4,43,48,32,36
Female,21,2,1,1,.,1,1,2,.,4,4,4,4,2,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,5,3,3,3,3,3,3,Intend to apply all skills to work. Intend to not use mechanical restraints unless really needed. ,.,5,.,3.333333333,4,2.875,3.625,35,46,28,31
Female,21,4,1,1,.,.,.,.,.,3,4,4,4,4,4,3,4,3,3,4,4,4,4,4,3,4,3,3,4,5,5,4,5,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,Learn mechanical restraint ,.,5,Annual Education,3.666666667,4.5,3.625,5,44,55,33,40
Male,21,5,1,1,.,.,.,.,.,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,3,3,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,4,4,5,5,4,5,5,4,3,4,3,3,3,I will pay more attention to trauma-aware physical interventions and strategies,.,4,.,3.833333333,4.916666667,3.5,4.625,45,57,33,37
Male,21,1,1,1,.,.,.,.,TIDES Day 1 and 2 during orientation (April 2019),5,4,4,4,5,4,4,3,3,4,4,4,4,4,4,4,3,4,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,1. Protecting the client from harm when they are agitated. 2. Protecting other client and staff of possible harm from an agitated client.,.,5,The ladies(facilitators) are amazing and beautiful. The guy is nice.,4,4.833333333,4,5,47,60,34,39
Female,21,4,1,1,.,1,.,.,.,4,5,4,5,5,3,3,3,3,3,3,3,4,4,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,3.666666667,5,3.5,5,40,60,34,40
Female,21,4,1,1,.,1,.,.,.,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,3,1. I'll be able to use the technique I've learned in de-escalating an aggressive client 2. I'll be able to use the training I've learned into my work by helping our co-workers effectively and safety in de-escalating clients ,.,.,.,3.75,5,3.375,4.5,41,57,35,39
